active_member,employment_profile,gender,age,income,credit_history,existing_loans,loan_amount,loan_tenure_months,LTV_ratio,profile_score,Credit_Score
Yes,Salaried,Female,28,72000,42,8,122414,337,67.75229711414826,90,769
Yes,Salaried,Female,54,114000,23,8,150000,76,53.861279485779676,97,768
Yes,Student,Male,20,44000,444,7,82432,97,40,93,711
No,Student,Male,68,100000,167,2,88324,117,68.86864034311228,52,446
Yes,Self-Employed,Female,21,52000,99,7,150000,140,65.84496894463102,100,732
No,Self-Employed,Male,20,36000,571,3,43394,65,51.999043477477834,90,501
Yes,Salaried,Male,57,157000,94,10,53214,322,84.14916071624799,94,850
Yes,Salaried,Male,64,130000,338,6,150000,135,88.68703532546215,92,679
No,Salaried,Female,45,40000,514,5,91742,171,56.83210144518635,100,613
No,Salaried,Female,65,158000,231,6,117815,111,93.92398540290701,82,639
Yes,Salaried,Male,66,193000,279,8,150000,154,76.27947264370376,92,765
Yes,Self-Employed,Male,22,39000,541,8,40286,301,52.86394329292628,95,767
No,Self-Employed,Male,58,146000,474,3,150000,79,89.44468375873274,49,478
Yes,Salaried,Male,20,40000,373,8,132109,333,53.24667273626116,100,777
Yes,Salaried,Male,50,146000,54,6,150000,204,57.531842204556725,98,667
No,Self-Employed,Female,66,104000,483,3,150000,25,57.39687069353453,80,513
No,Self-Employed,Male,39,113000,143,4,124950,94,95,62,550
Yes,Self-Employed,Female,63,33000,575,7,128123,194,56.7299068,98,693
No,Self-Employed,Female,69,51000,192,2,75366,57,92.46672810904167,56,464
No,Unemployed,Male,31,31000,451,1,50948,91,80.05255743841184,36,397
Yes,Salaried,Male,38,71000,81,7,150000,354,77.04584282390273,94,716
No,Self-Employed,Male,44,83000,221,4,150000,114,86.52515960793092,70,539
No,Salaried,Male,69,139000,519,4,150000,111,86.17859118091769,62,543
No,Student,Female,44,96000,543,0,150000,47,81.65466231,6,307
Yes,Self-Employed,Male,52,58000,454,8,127832,119,70.17642818392841,94,790
No,Self-Employed,Female,41,119000,214,2,55609,63,95,34,448
No,Salaried,Female,23,37000,149,1,143167,68,76.77415687462396,49,389
No,Salaried,Male,54,133000,169,4,147644,47,67.03210706108084,85,552
No,Self-Employed,Male,44,102000,232,1,150000,68,75.92310261524113,47,385
Yes,Salaried,Female,56,131000,253,8,104672,161,66.48914382425774,97,794
Yes,Salaried,Female,69,141000,403,8,66725,299,45.52812724311683,100,759
No,Freelancer,Male,51,128000,264,4,150000,98,54.6276107,100,530
Yes,Self-Employed,Female,66,150000,235,7,115693,236,95,71,688
Yes,Salaried,Male,55,90000,103,7,71210,103,74.33513004,96,697
No,Salaried,Male,52,136000,547,3,150000,100,95,51,488
Yes,Salaried,Female,37,80000,54,8,54018,73,74.23333141952739,91,770
No,Unemployed,Male,25,51000,353,2,143991,87,83.99464863624226,45,452
No,Salaried,Female,19,23000,148,2,29620,40,80.15263792145282,77,458
No,Salaried,Female,70,155000,201,4,56724,87,78.14482828113947,67,550
No,Self-Employed,Male,31,82000,139,2,150000,64,87.41346350415776,62,449
Yes,Student,Female,69,67000,121,8,110343,241,84.12500284977835,98,783
No,Salaried,Male,43,29000,370,4,72726,107,62.08010584614868,95,520
Yes,Unemployed,Male,28,27000,477,7,133478,141,46.867439878353146,91,720
No,Self-Employed,Male,70,83000,517,0,150000,28,93.68232046359083,7,301
Yes,Self-Employed,Female,69,133000,500,7,137134,355,59.38433765336663,96,719
No,Salaried,Male,62,32000,445,5,136118,333,75.57992568,97,613
No,Self-Employed,Female,59,164000,464,5,150000,193,65.81931041570904,98,606
Yes,Salaried,Female,40,23000,151,8,64915,267,73.42808666132673,91,777
No,Self-Employed,Male,49,63000,600,3,150000,68,95,56,466
No,Unemployed,Female,20,26000,325,5,16722,17,62.71257427,73,598
Yes,Self-Employed,Male,29,27000,436,6,36069,165,95,86,670
No,Freelancer,Male,36,28000,518,3,82070,91,73.84244599885965,78,500
No,Salaried,Male,32,41000,371,3,67631,43,60.34552523439377,75,480
No,Self-Employed,Female,28,20000,508,2,58619,42,95,42,442
No,Self-Employed,Male,53,37000,546,4,125417,77,58.20425196746603,100,556
Yes,Salaried,Male,27,69000,129,8,51817,323,40,95,748
No,Salaried,Female,63,166000,528,1,128245,87,67.76560750978827,64,398
No,Student,Male,28,61000,372,3,120719,119,95,51,467
No,Self-Employed,Male,42,53000,92,5,85928,30,75.11904429884984,78,581
No,Salaried,Male,65,66000,423,0,91582,75,52.03350142441148,53,300
No,Unemployed,Other,41,71000,207,0,101648,75,86.11308645734277,20,320
No,Freelancer,Female,52,134000,482,5,67652,166,95,63,603
No,Salaried,Female,56,157000,194,5,150000,197,60.41779171760179,97,627
Yes,Self-Employed,Male,18,33000,525,10,150000,194,68.43854389808415,100,850
No,Self-Employed,Female,55,63000,542,0,138010,33,86.94606704107817,18,315
Yes,Salaried,Male,48,136000,359,9,150000,86,51.919465588791596,96,824
Yes,Self-Employed,Male,44,32000,425,9,78015,207,47.58782652,100,848
No,Salaried,Male,30,88000,301,1,150000,25,77.52384118688093,44,405
Yes,Freelancer,Female,33,26000,352,8,73121,302,43.009985047884854,94,782
No,Salaried,Male,62,181000,100,5,150000,357,88.97896480612951,95,613
No,Self-Employed,Female,53,135000,537,4,150000,45,95,68,531
No,Student,Male,19,11000,103,3,16670,28,86.75161396886587,63,500
No,Self-Employed,Male,26,64000,254,2,33333,110,86.10668894789569,69,454
Yes,Self-Employed,Male,64,148000,491,8,133833,142,76.84581257,100,743
No,Self-Employed,Male,69,98000,81,3,118874,81,83.78207665528448,60,465
No,Salaried,Male,48,110000,65,5,63650,61,57.26958754000172,100,607
No,Salaried,Male,24,69000,551,5,116780,244,95,84,623
Yes,Salaried,Male,53,110000,364,8,67338,149,40,100,759
Yes,Salaried,Female,56,131000,536,9,85426,187,72.69129910925685,100,833
No,Salaried,Male,70,147000,332,2,79145,99,65.15915662083421,91,430
No,Self-Employed,Male,30,73000,250,0,63920,34,59.69325047864052,61,303
No,Self-Employed,Male,40,78000,99,3,150000,112,92.24442162419055,64,505
No,Self-Employed,Male,35,17000,199,1,38131,40,84.62562034244311,49,378
No,Freelancer,Female,27,57000,276,0,37787,66,94.35631391550076,2,323
No,Freelancer,Female,29,15000,518,3,29358,59,52.82994228725878,100,479
Yes,Salaried,Female,61,99000,86,7,56930,139,41.71301506569445,91,724
No,Salaried,Male,25,52000,23,1,109358,24,91.06466176409491,25,360
No,Freelancer,Other,26,66000,61,0,150000,33,79.34017512056901,59,349
Yes,Salaried,Female,37,102000,85,6,61218,103,86.04087368246073,91,654
Yes,Self-Employed,Male,56,115000,227,6,63989,242,95,97,656
No,Salaried,Other,40,108000,262,4,130410,73,95,49,544
No,Salaried,Male,64,146000,58,1,139540,28,88.83587975984383,36,379
No,Salaried,Male,48,125000,463,5,52914,118,65.69995312571143,90,598
No,Freelancer,Female,70,176000,73,6,119980,269,75.06244462801374,93,637
Yes,Unemployed,Male,42,100000,325,8,130495,151,51.45317463143763,90,789
Yes,Salaried,Other,50,83000,204,6,150000,226,64.18855891316484,91,682
No,Freelancer,Male,68,56000,97,1,150000,30,90.52992071341126,34,388
No,Self-Employed,Male,28,51000,58,2,62714,40,80.21137343713185,56,446
Yes,Self-Employed,Male,30,69000,407,7,49746,328,53.54736623216371,93,702
Yes,Student,Male,39,64000,527,10,119625,87,40,95,850
Yes,Student,Male,42,61000,470,9,136652,65,40,90,802
Yes,Salaried,Female,45,37000,145,7,114282,324,49.25468959650323,92,730
No,Salaried,Female,41,65000,156,3,48159,86,70.92786135107175,79,504
Yes,Salaried,Female,62,165000,544,6,70992,329,83.34635280006569,100,663
Yes,Self-Employed,Male,44,49000,397,8,56021,329,61.62450359813367,100,774
No,Salaried,Male,48,100000,178,4,126564,90,66.33542866191651,100,543
No,Self-Employed,Male,39,99000,133,3,150000,59,93.33561131208782,30,479
No,Salaried,Female,51,120000,27,3,150000,115,73.73924447588293,99,487
No,Self-Employed,Female,60,44000,245,2,51090,88,57.83963168987213,97,446
No,Self-Employed,Male,32,55000,232,1,111824,44,56.755564150288464,68,379
Yes,Salaried,Male,25,56000,61,10,73772,61,62.339518627129536,93,850
No,Self-Employed,Female,29,55000,417,3,150000,14,64.91849606998414,93,483
No,Freelancer,Male,45,46000,599,5,101904,79,81.78332552405558,66,589
No,Freelancer,Female,54,47000,445,0,123839,118,65.72953088655419,63,300
No,Self-Employed,Male,30,28000,331,0,28536,37,93.77552406311538,19,300
No,Salaried,Female,68,169000,357,3,150000,16,95,65,508
No,Salaried,Male,35,63000,255,6,57969,345,95,93,650
No,Self-Employed,Male,67,93000,83,4,143788,70,94.41283886909582,42,559
No,Salaried,Male,42,33000,387,3,49940,64,94.41979973733271,76,478
No,Salaried,Male,60,85000,521,1,150000,54,82.16237277640553,40,369
Yes,Salaried,Female,62,176000,218,7,115718,122,74.67653716079394,100,711
No,Self-Employed,Male,52,154000,520,3,103773,104,51.23391379830499,90,494
Yes,Salaried,Male,65,67000,414,8,141470,311,84.32338986,92,774
No,Unemployed,Female,40,25000,346,5,108655,84,62.30843967,71,593
No,Self-Employed,Female,54,158000,418,3,71468,58,51.60938037704498,94,513
Yes,Salaried,Male,70,186000,607,9,96185,249,84.30700241489217,93,838
No,Student,Male,66,84000,606,2,150000,86,57.50116155,62,438
No,Salaried,Male,66,143000,541,4,150000,67,67.79263470056313,80,534
No,Freelancer,Female,47,36000,163,0,143628,35,50.45793033881392,75,307
Yes,Salaried,Female,34,37000,158,8,146159,107,46.759857357660835,95,769
Yes,Salaried,Male,70,150000,291,9,147209,153,74.32851516587252,91,841
Yes,Salaried,Female,55,139000,336,10,150000,280,55.66152124,92,850
Yes,Self-Employed,Female,56,109000,437,10,123143,166,59.46945246219778,100,850
Yes,Salaried,Female,36,57000,464,7,150000,295,40,97,722
No,Salaried,Other,26,67000,141,5,69775,326,55.69427118859258,95,602
No,Unemployed,Male,38,67000,241,2,131344,96,81.28256945737832,51,453
No,Salaried,Female,66,196000,290,5,131576,81,79.99482115576502,100,617
No,Self-Employed,Male,33,18000,544,1,25406,96,57.157819623966915,78,358
No,Salaried,Other,40,50000,383,5,32781,90,63.09138437074632,100,581
No,Unemployed,Male,49,131000,257,5,150000,71,90.67468335005535,81,598
No,Salaried,Female,59,154000,440,2,60540,20,84.23235544615235,77,421
Yes,Self-Employed,Male,41,60000,6,8,108246,106,84.05107840955895,100,762
Yes,Self-Employed,Female,30,33000,329,9,110308,275,79.25885644741717,100,816
No,Salaried,Female,60,168000,121,6,150000,150,70.31270211788694,100,649
Yes,Salaried,Female,57,133000,306,10,146924,175,81.16352581,92,850
Yes,Salaried,Female,45,31000,276,8,138307,345,85.87047892665177,91,781
No,Freelancer,Male,52,97000,531,1,87575,84,93.66432024890786,42,370
Yes,Salaried,Female,43,27000,328,8,127639,356,61.259072824037105,100,751
Yes,Salaried,Female,59,50000,488,6,29067,172,91.52820324178626,98,668
No,Salaried,Male,48,69000,92,1,106742,26,84.17257136952307,57,385
No,Self-Employed,Female,65,173000,391,2,150000,44,86.26357430665229,32,448
No,Self-Employed,Female,67,57000,44,6,128349,170,79.63943133577418,86,634
Yes,Salaried,Male,61,100000,390,8,105770,256,40,100,775
Yes,Salaried,Male,55,144000,27,6,150000,321,76.77415638514353,100,669
Yes,Unemployed,Female,29,65000,267,6,123603,336,95,60,668
No,Salaried,Female,55,128000,609,4,106830,66,95,55,568
Yes,Salaried,Female,57,70000,454,7,118604,183,83.76035815861641,100,724
Yes,Salaried,Male,70,179000,570,7,148667,132,70.61623787589545,93,735
Yes,Salaried,Female,32,54000,248,7,142768,118,40,99,739
Yes,Salaried,Female,54,134000,184,9,128322,70,82.20275303851763,100,846
Yes,Salaried,Male,47,134000,567,10,150000,283,47.551026541727296,90,850
No,Salaried,Female,27,15000,597,0,25076,73,95,22,300
No,Salaried,Male,35,90000,89,5,147251,278,72.61991869337356,83,604
No,Unemployed,Female,34,54000,281,5,150000,79,95,71,598
No,Student,Female,70,83000,373,2,122047,112,50.97650454973454,85,451
No,Student,Female,53,62000,209,3,150000,27,52.98484674443102,83,511
No,Student,Female,35,82000,45,0,102409,62,95,0,300
No,Self-Employed,Female,60,179000,117,2,150000,85,61.94969276223371,94,462
No,Freelancer,Female,25,70000,517,5,92521,18,80.25694988244086,65,584
No,Salaried,Female,18,18000,542,0,12692,51,95,26,317
Yes,Self-Employed,Male,24,25000,358,8,114495,195,70.80474886640049,100,780
No,Unemployed,Male,29,57000,49,3,40526,67,61.61037358012695,55,491
No,Salaried,Female,55,49000,493,3,85751,112,76.17947128282015,55,470
No,Student,Male,21,33000,378,0,112960,73,94.52270695,9,300
No,Salaried,Female,40,29000,433,0,18104,60,89.30325508442857,13,300
Yes,Salaried,Female,32,91000,279,7,108799,111,50.49559981,98,733
Yes,Salaried,Male,41,114000,341,6,150000,270,90.58654882348958,94,677
No,Salaried,Female,19,23000,215,5,30119,31,71.42973050858384,100,599
No,Self-Employed,Female,35,52000,220,4,150000,41,53.03562461,97,531
No,Self-Employed,Male,67,144000,531,3,150000,70,59.09887504366792,94,514
Yes,Self-Employed,Female,27,27000,569,6,28801,159,95,76,674
Yes,Freelancer,Female,63,69000,29,7,137840,350,90.66541987585897,100,690
Yes,Salaried,Female,33,80000,455,9,150000,256,70.07294203906491,92,796
No,Salaried,Female,20,45000,88,2,100894,59,62.98034072982346,76,441
No,Salaried,Male,45,72000,565,2,150000,16,89.38345891,50,432
Yes,Salaried,Male,50,58000,388,6,121739,295,64.06070470141219,100,651
No,Salaried,Male,43,90000,489,4,45921,65,95,85,536
No,Student,Female,55,141000,30,3,90907,114,93.85305267240891,50,509
No,Unemployed,Female,68,107000,63,4,76607,23,68.34126705585359,83,564
No,Salaried,Female,58,49000,518,0,75811,108,92.30663440997458,26,300
No,Freelancer,Male,24,49000,470,0,150000,70,74.27283696063402,57,343
No,Salaried,Female,48,65000,391,0,150000,99,72.59634790636974,37,317
Yes,Salaried,Male,52,57000,258,8,100661,152,40,100,742
Yes,Salaried,Female,55,93000,189,8,150000,85,40,100,751
Yes,Salaried,Female,36,32000,425,10,123425,201,64.31897047297016,96,850
Yes,Self-Employed,Male,65,62000,368,8,120658,238,48.54529963383754,92,740
Yes,Self-Employed,Male,25,22000,300,9,24433,350,68.88395522299923,99,798
No,Salaried,Female,54,34000,357,3,138713,58,83.12341307104961,56,483
No,Salaried,Female,66,74000,386,3,51372,48,83.93361005,74,484
No,Salaried,Male,37,103000,437,4,150000,71,88.84155840077136,70,566
Yes,Self-Employed,Male,36,102000,604,9,150000,262,82.68130572366948,96,839
Yes,Self-Employed,Male,62,157000,84,7,150000,136,64.47885223079133,100,710
No,Self-Employed,Female,37,70000,65,4,138093,103,76.98198541760746,100,563
No,Self-Employed,Other,23,46000,330,3,65950,97,83.22483817393254,45,486
No,Self-Employed,Other,59,106000,352,5,150000,107,53.82343605863948,99,622
No,Salaried,Female,60,130000,20,5,150000,174,81.50531754732661,100,627
No,Self-Employed,Female,60,158000,237,5,110048,34,95,65,594
Yes,Self-Employed,Male,58,173000,66,10,150000,70,73.41984280055983,100,850
No,Salaried,Male,48,44000,500,2,49399,93,68.96814952935179,78,426
No,Unemployed,Male,29,60000,20,1,150000,39,88.02319116749696,5,355
Yes,Self-Employed,Female,35,64000,345,8,65602,217,54.34369634953683,100,748
Yes,Self-Employed,Female,62,163000,276,8,132192,205,65.70949377999408,95,768
Yes,Salaried,Male,40,111000,178,8,150000,119,40.59026590399856,100,763
No,Self-Employed,Female,40,21000,60,1,89813,25,84.13631790919666,28,396
No,Freelancer,Male,55,44000,31,1,135450,38,82.90890623828629,32,357
Yes,Self-Employed,Other,51,38000,547,10,42722,136,40,96,850
No,Self-Employed,Male,59,109000,576,4,105075,30,83.91089455273085,66,555
No,Self-Employed,Male,37,61000,435,1,93493,76,93.75251841711972,30,368
Yes,Salaried,Female,36,40000,359,6,103411,246,66.37265766011964,96,660
No,Salaried,Female,42,89000,262,6,150000,281,63.61204450969227,100,650
No,Salaried,Male,53,41000,608,0,22879,63,92.01348113349793,21,316
No,Self-Employed,Male,42,123000,593,5,150000,205,95,72,616
No,Freelancer,Male,56,36000,479,3,150000,51,60.61914356111839,100,491
No,Unemployed,Female,48,41000,235,3,127241,70,89.13552629874185,62,510
No,Salaried,Female,33,95000,26,4,141951,59,95,71,531
Yes,Salaried,Male,18,17000,219,7,67875,203,61.65222047583275,90,706
Yes,Self-Employed,Male,36,36000,79,9,25305,122,71.07474025097694,92,820
No,Salaried,Female,41,46000,259,3,72175,70,66.46545161383958,92,496
Yes,Freelancer,Male,60,115000,257,8,122432,321,79.23267644063299,100,767
Yes,Salaried,Male,40,116000,78,9,150000,287,83.90075034,100,797
Yes,Self-Employed,Female,45,101000,208,10,103607,122,66.71479517606602,90,850
No,Self-Employed,Female,20,55000,50,1,150000,95,71.79022271837232,50,358
No,Salaried,Other,36,69000,121,4,105099,61,80.16107548835171,100,556
Yes,Student,Male,43,44000,543,6,28263,354,64.04926466094557,100,666
Yes,Salaried,Other,54,134000,303,7,133699,60,45.79670612029757,100,713
No,Salaried,Male,19,16000,143,3,45721,16,95,55,486
Yes,Salaried,Female,37,109000,507,8,85077,190,81.69025890500598,100,758
No,Salaried,Male,50,128000,202,5,76825,46,95,77,592
No,Salaried,Female,47,138000,84,3,150000,72,88.51341754000943,75,488
No,Self-Employed,Female,52,68000,32,1,130592,24,51.047113386335276,86,391
No,Salaried,Female,27,58000,398,4,149559,29,63.509936207882674,94,561
No,Self-Employed,Male,61,31000,51,4,25285,25,95,80,570
No,Self-Employed,Female,37,47000,54,0,123764,75,72.64550659403173,35,300
No,Salaried,Female,19,35000,257,6,44062,336,95,73,631
Yes,Salaried,Male,60,109000,313,6,64054,85,95,82,682
No,Salaried,Female,41,39000,591,3,150000,46,95,49,489
No,Self-Employed,Male,31,24000,361,4,22625,53,88.82973984277234,60,564
No,Student,Female,19,55000,557,5,143078,124,95,80,627
No,Self-Employed,Male,29,37000,260,2,120825,36,95,41,455
Yes,Salaried,Female,25,65000,485,9,47211,222,40,93,843
No,Salaried,Male,68,84000,178,4,127683,12,95,85,553
Yes,Salaried,Male,26,62000,85,8,56201,187,73.92936699779533,100,789
No,Salaried,Female,68,163000,172,5,107955,80,94.85327362913648,62,609
No,Salaried,Female,49,145000,466,4,147651,92,94.12412997,87,565
Yes,Self-Employed,Other,65,47000,333,10,142731,303,55.731215349570874,92,850
No,Salaried,Female,39,48000,562,0,94224,56,62.51920087785095,43,303
Yes,Salaried,Male,44,130000,551,9,150000,239,43.751956057252315,100,848
No,Self-Employed,Male,31,44000,107,3,61987,110,95,65,509
No,Self-Employed,Female,54,122000,390,6,150000,222,92.86926475977471,88,632
No,Self-Employed,Male,45,79000,112,2,144808,13,95,32,460
Yes,Salaried,Male,23,44000,168,9,54180,211,57.74603180118791,99,799
No,Self-Employed,Male,63,68000,500,2,150000,30,87.21129678779569,43,434
No,Self-Employed,Female,61,62000,80,5,150000,65,77.26583871289036,90,607
Yes,Self-Employed,Male,54,124000,39,9,150000,251,78.13418192829549,100,809
Yes,Unemployed,Other,39,114000,88,8,105432,273,81.69984698911142,100,764
No,Self-Employed,Male,23,59000,107,5,131342,306,63.57726050319075,98,611
Yes,Self-Employed,Female,20,48000,416,7,42205,343,83.63259717779462,81,703
Yes,Salaried,Male,48,125000,337,8,94191,290,59.653597508695626,99,756
Yes,Self-Employed,Female,57,124000,206,9,150000,97,62.904432442820564,100,809
No,Salaried,Female,52,35000,414,0,85707,70,56.66340825304313,61,344
No,Salaried,Female,70,52000,570,5,94594,187,70.64044759580166,90,618
No,Self-Employed,Female,25,13000,264,1,10476,97,95,43,378
No,Freelancer,Female,52,88000,385,4,85844,113,73.60792116598492,89,522
No,Salaried,Male,26,15000,543,0,58230,41,68.10986584,48,300
Yes,Salaried,Female,55,54000,377,7,51459,254,95,100,695
No,Self-Employed,Male,61,61000,318,6,119955,262,86.95472623554056,75,637
Yes,Student,Male,34,35000,47,8,60163,279,49.183411659354405,96,769
No,Self-Employed,Female,21,47000,490,1,127710,13,83.94043784991221,22,367
Yes,Salaried,Female,41,31000,434,9,50804,179,70.28182455017645,94,835
Yes,Unemployed,Female,45,88000,438,9,84817,72,82.07046933305463,94,803
Yes,Salaried,Male,27,25000,430,8,23350,347,68.56378715854873,94,764
No,Self-Employed,Female,57,74000,459,2,90816,83,73.03614163987922,58,442
Yes,Salaried,Male,52,126000,395,6,150000,344,50.83317495193003,93,653
